ID,datetime,temperature,precipitation,windspeed,humidity,dew_point,sunshine,solar_radiation,snowfall,cloud_cover,visibility,ground_temp,weekday,holiday,count
1,2015-09-19 00:00:00,20.2,0.0,0.8,60.0,12.1,0.0,0.0,0.0,4.0,2000.0,19.1,Saturday,0,1
2,2015-09-19 01:00:00,19.5,0.0,1.2,63.0,12.2,0.0,0.0,0.0,,2000.0,18.3,Saturday,0,2
3,2015-09-19 07:00:00,17.2,0.0,2.0,75.0,12.7,0.3,0.09,0.0,3.0,2000.0,17.0,Saturday,0,1
4,2015-09-19 08:00:00,19.2,0.0,1.9,63.0,11.9,1.0,0.55,0.0,4.0,1800.0,19.7,Saturday,0,2
5,2015-09-19 09:00:00,21.1,0.0,1.0,57.0,12.2,1.0,1.12,0.0,4.0,1800.0,25.3,Saturday,0,21
6,2015-09-19 10:00:00,23.4,0.0,1.4,53.0,13.2,1.0,1.69,0.0,0.0,1500.0,33.7,Saturday,0,24
7,2015-09-19 11:00:00,25.4,0.0,2.6,47.0,13.2,1.0,2.09,0.0,1.0,1500.0,40.0,Saturday,0,19
8,2015-09-19 12:00:00,26.6,0.0,3.3,40.0,11.8,1.0,2.31,0.0,3.0,1400.0,44.1,Saturday,0,23
9,2015-09-19 13:00:00,27.5,0.0,2.6,36.0,11.0,1.0,2.33,0.0,3.0,1400.0,44.9,Saturday,0,39
10,2015-09-19 14:00:00,27.5,0.0,2.9,37.0,11.5,1.0,1.93,0.0,3.0,1500.0,41.0,Saturday,0,55
11,2015-09-19 15:00:00,28.8,0.0,2.8,34.0,11.3,1.0,2.09,0.0,3.0,1500.0,41.8,Saturday,0,64
12,2015-09-19 16:00:00,28.8,0.0,3.7,31.0,9.9,1.0,1.66,0.0,2.0,1500.0,35.8,Saturday,0,74
13,2015-09-19 17:00:00,27.2,0.0,5.0,45.0,14.2,1.0,1.09,0.0,0.0,1500.0,29.4,Saturday,0,73
14,2015-09-19 18:00:00,25.1,0.0,4.4,48.0,13.3,1.0,0.46,0.0,0.0,1500.0,25.9,Saturday,0,66
15,2015-09-19 19:00:00,23.0,0.0,3.4,56.0,13.7,0.2,0.04,0.0,,2000.0,23.3,Saturday,0,45
16,2015-09-19 20:00:00,21.8,0.0,4.6,58.0,13.1,0.0,0.0,0.0,,2000.0,22.0,Saturday,0,38
17,2015-09-19 21:00:00,21.3,0.0,3.9,65.0,14.4,0.0,0.0,0.0,0.0,2000.0,21.2,Saturday,0,48
18,2015-09-19 22:00:00,20.9,0.0,2.0,73.0,15.8,0.0,0.0,0.0,,2000.0,20.3,Saturday,0,27
19,2015-09-19 23:00:00,20.7,0.0,1.4,79.0,16.9,0.0,0.0,0.0,,1400.0,19.9,Saturday,0,28
20,2015-09-20 00:00:00,20.2,0.0,0.8,80.0,16.6,0.0,0.0,0.0,0.0,1300.0,19.2,Sunday,0,11
21,2015-09-20 01:00:00,19.9,0.0,0.1,82.0,16.7,0.0,0.0,0.0,,1000.0,18.7,Sunday,0,1
22,2015-09-20 03:00:00,18.9,0.0,0.8,86.0,16.4,0.0,0.0,0.0,0.0,700.0,18.0,Sunday,0,1
23,2015-09-20 05:00:00,17.9,0.0,0.9,83.0,14.9,0.0,0.0,0.0,5.0,1600.0,17.2,Sunday,0,3
24,2015-09-20 06:00:00,18.2,0.0,2.3,81.0,14.8,,,0.0,7.0,1700.0,18.5,Sunday,0,1
25,2015-09-20 07:00:00,18.6,0.0,1.8,78.0,14.6,0.0,0.05,0.0,10.0,900.0,19.8,Sunday,0,4
26,2015-09-20 08:00:00,19.3,0.0,1.6,78.0,15.3,0.0,0.15,0.0,10.0,900.0,21.1,Sunday,0,7
27,2015-09-20 09:00:00,20.4,0.0,1.5,74.0,15.6,0.0,0.41,0.0,9.0,800.0,23.7,Sunday,0,23
28,2015-09-20 10:00:00,22.0,0.0,2.1,69.0,16.0,0.5,0.95,0.0,8.0,800.0,28.1,Sunday,0,24
29,2015-09-20 11:00:00,23.9,0.0,1.1,62.0,16.1,0.9,1.61,0.0,6.0,900.0,36.3,Sunday,0,29
30,2015-09-20 12:00:00,26.2,0.0,2.1,52.0,15.5,1.0,2.06,0.0,6.0,1100.0,41.6,Sunday,0,24
31,2015-09-20 13:00:00,27.5,0.0,3.3,45.0,14.4,1.0,2.44,0.0,6.0,1300.0,44.8,Sunday,0,32
32,2015-09-20 14:00:00,27.1,0.0,3.4,45.0,14.1,1.0,2.1,0.0,6.0,1400.0,41.1,Sunday,0,88
33,2015-09-20 15:00:00,26.5,0.0,3.2,48.0,14.5,0.8,1.34,0.0,8.0,1700.0,35.8,Sunday,0,83
34,2015-09-20 16:00:00,26.3,0.0,4.2,49.0,14.7,1.0,1.18,0.0,8.0,1700.0,33.3,Sunday,0,79
35,2015-09-20 17:00:00,26.4,0.0,2.5,49.0,14.8,1.0,0.91,0.0,7.0,1800.0,30.3,Sunday,0,81
36,2015-09-20 18:00:00,25.0,0.0,2.7,51.0,14.1,0.5,0.32,0.0,6.0,2000.0,26.1,Sunday,0,78
37,2015-09-20 19:00:00,23.5,0.0,2.7,59.0,15.0,0.0,0.06,0.0,,2000.0,23.5,Sunday,0,60
38,2015-09-20 20:00:00,22.3,0.0,2.5,66.0,15.6,0.0,0.0,0.0,,1800.0,22.0,Sunday,0,74
39,2015-09-20 21:00:00,21.4,0.0,2.8,75.0,16.7,0.0,0.0,0.0,0.0,1000.0,21.1,Sunday,0,49
40,2015-09-20 22:00:00,20.9,0.0,2.3,80.0,17.3,0.0,0.0,0.0,,1000.0,20.2,Sunday,0,43
41,2015-09-20 23:00:00,20.5,0.0,1.3,84.0,17.6,0.0,0.0,0.0,,800.0,19.6,Sunday,0,19
42,2015-09-21 00:00:00,19.9,0.0,0.2,85.0,17.2,0.0,0.0,0.0,0.0,800.0,18.7,Monday,0,7
43,2015-09-21 01:00:00,19.3,0.0,0.3,84.0,16.5,0.0,0.0,0.0,,800.0,18.0,Monday,0,1
44,2015-09-21 02:00:00,18.9,0.0,0.1,86.0,16.4,0.0,0.0,0.0,,800.0,17.5,Monday,0,1
45,2015-09-21 04:00:00,17.8,0.0,1.9,87.0,15.6,0.0,0.0,0.0,0.0,700.0,16.9,Monday,0,2
46,2015-09-21 05:00:00,17.2,0.0,1.5,88.0,15.1,0.0,0.0,0.0,0.0,700.0,16.5,Monday,0,1
47,2015-09-21 06:00:00,16.7,0.0,1.8,89.0,14.8,,,0.0,0.0,500.0,16.0,Monday,0,3
48,2015-09-21 07:00:00,16.7,0.0,1.9,88.0,14.6,0.0,0.07,0.0,0.0,500.0,16.7,Monday,0,8
49,2015-09-21 08:00:00,18.3,0.0,1.7,77.0,14.1,0.8,0.44,0.0,0.0,700.0,19.6,Monday,0,9
50,2015-09-21 09:00:00,20.7,0.0,1.4,67.0,14.3,1.0,1.03,0.0,0.0,700.0,24.5,Monday,0,7
51,2015-09-21 10:00:00,23.1,0.0,1.5,60.0,14.9,1.0,1.51,0.0,4.0,800.0,31.4,Monday,0,13
52,2015-09-21 11:00:00,25.2,0.0,1.0,52.0,14.6,1.0,1.98,0.0,2.0,1100.0,38.6,Monday,0,20
53,2015-09-21 12:00:00,25.8,0.0,2.7,51.0,14.8,0.9,1.49,0.0,2.0,900.0,35.9,Monday,0,24
54,2015-09-21 13:00:00,25.5,0.0,0.6,47.0,13.3,0.4,0.89,0.0,5.0,1200.0,32.2,Monday,0,15
55,2015-09-21 14:00:00,28.4,0.0,2.0,35.0,11.4,0.9,1.97,0.0,3.0,1500.0,41.7,Monday,0,15
56,2015-09-21 15:00:00,28.8,0.0,2.5,34.0,11.3,1.0,1.97,0.0,1.0,1700.0,40.1,Monday,0,22
57,2015-09-21 16:00:00,29.2,0.0,2.2,31.0,10.3,1.0,1.48,0.0,1.0,1800.0,34.3,Monday,0,33
58,2015-09-21 17:00:00,28.4,0.0,1.4,30.0,9.1,1.0,0.9,0.0,0.0,1900.0,28.6,Monday,0,34
59,2015-09-21 18:00:00,27.0,0.0,2.3,33.0,9.3,1.0,0.37,0.0,0.0,2000.0,25.2,Monday,0,55
60,2015-09-21 19:00:00,25.0,0.0,2.1,55.0,15.3,0.0,0.04,0.0,,1900.0,23.0,Monday,0,45
61,2015-09-21 20:00:00,23.4,0.0,2.6,63.0,15.9,0.0,0.0,0.0,,1800.0,21.8,Monday,0,55
62,2015-09-21 21:00:00,22.6,0.0,2.0,67.0,16.1,0.0,0.0,0.0,0.0,1500.0,21.0,Monday,0,47
63,2015-09-21 22:00:00,22.2,0.0,1.7,67.0,15.7,0.0,0.0,0.0,,1600.0,20.4,Monday,0,60
64,2015-09-21 23:00:00,21.4,0.0,1.4,64.0,14.3,0.0,0.0,0.0,,2000.0,19.1,Monday,0,24
65,2015-09-22 00:00:00,20.4,0.0,1.8,69.0,14.5,0.0,0.0,0.0,0.0,1800.0,18.4,Tuesday,0,11
66,2015-09-22 01:00:00,19.6,0.0,1.7,72.0,14.4,0.0,0.0,0.0,,1700.0,17.8,Tuesday,0,1
67,2015-09-22 05:00:00,18.5,0.0,1.6,71.0,13.1,0.0,0.0,0.0,0.0,1500.0,16.9,Tuesday,0,2
68,2015-09-22 06:00:00,18.2,0.0,2.2,72.0,13.0,,,0.0,0.0,1200.0,16.8,Tuesday,0,5
69,2015-09-22 07:00:00,18.2,0.0,2.3,71.0,12.8,0.2,0.08,0.0,0.0,1500.0,17.3,Tuesday,0,13
70,2015-09-22 08:00:00,20.1,0.0,1.8,63.0,12.8,1.0,0.48,0.0,0.0,1400.0,19.8,Tuesday,0,17
71,2015-09-22 09:00:00,22.2,0.0,2.1,55.0,12.7,1.0,1.07,0.0,0.0,1400.0,24.9,Tuesday,0,7
72,2015-09-22 10:00:00,24.4,0.0,2.1,50.0,13.2,1.0,1.6,0.0,0.0,1400.0,32.5,Tuesday,0,20
73,2015-09-22 11:00:00,26.5,0.0,1.6,45.0,13.5,1.0,1.99,0.0,0.0,1400.0,39.3,Tuesday,0,39
74,2015-09-22 12:00:00,28.2,0.0,2.2,41.0,13.6,1.0,2.32,0.0,1.0,1400.0,44.2,Tuesday,0,44
75,2015-09-22 13:00:00,29.2,0.0,1.1,32.0,10.8,1.0,2.43,0.0,2.0,1400.0,46.3,Tuesday,0,24
76,2015-09-22 14:00:00,29.8,0.0,2.0,31.0,10.8,1.0,2.31,0.0,1.0,1800.0,45.6,Tuesday,0,27
77,2015-09-22 15:00:00,30.5,0.0,1.3,27.0,9.3,1.0,2.01,0.0,0.0,1800.0,42.6,Tuesday,0,35
78,2015-09-22 16:00:00,30.8,0.0,1.7,26.0,9.0,1.0,1.52,0.0,0.0,1800.0,36.1,Tuesday,0,44
79,2015-09-22 17:00:00,29.7,0.0,2.5,28.0,9.2,1.0,0.93,0.0,0.0,2000.0,30.1,Tuesday,0,48
80,2015-09-22 18:00:00,28.3,0.0,0.9,32.0,10.0,1.0,0.37,0.0,0.0,2000.0,26.4,Tuesday,0,73
81,2015-09-22 19:00:00,25.8,0.0,3.4,40.0,11.1,0.0,0.01,0.0,,2000.0,24.2,Tuesday,0,60
82,2015-09-22 20:00:00,24.7,0.0,1.9,42.0,10.9,0.0,0.0,0.0,,2000.0,22.7,Tuesday,0,65
83,2015-09-22 21:00:00,23.7,0.0,0.6,41.0,9.6,0.0,0.0,0.0,0.0,2000.0,21.6,Tuesday,0,88
84,2015-09-22 22:00:00,22.7,0.0,0.8,44.0,9.8,0.0,0.0,0.0,,2000.0,20.2,Tuesday,0,53
85,2015-09-22 23:00:00,21.8,0.0,0.6,48.0,10.2,0.0,0.0,0.0,,2000.0,19.5,Tuesday,0,43
86,2015-09-23 00:00:00,21.1,0.0,1.0,50.0,10.2,0.0,0.0,0.0,3.0,2000.0,18.8,Wednesday,0,25
87,2015-09-23 05:00:00,19.2,0.0,2.5,67.0,12.9,0.0,0.0,0.0,8.0,1900.0,18.8,Wednesday,0,8
88,2015-09-23 06:00:00,19.1,0.0,1.7,66.0,12.5,,,0.0,9.0,1400.0,18.7,Wednesday,0,9
89,2015-09-23 07:00:00,19.1,0.0,2.5,67.0,12.8,0.0,0.05,0.0,8.0,1300.0,19.1,Wednesday,0,14
90,2015-09-23 08:00:00,19.9,0.0,3.1,61.0,12.1,0.0,0.26,0.0,9.0,1300.0,20.9,Wednesday,0,14
91,2015-09-23 09:00:00,21.6,0.0,1.7,55.0,12.1,0.6,0.67,0.0,9.0,1400.0,24.8,Wednesday,0,18
92,2015-09-23 10:00:00,22.5,0.0,2.1,52.0,12.1,0.2,0.79,0.0,10.0,1400.0,27.1,Wednesday,0,10
93,2015-09-23 11:00:00,23.4,0.0,3.0,50.0,12.3,0.0,0.84,0.0,10.0,1400.0,28.8,Wednesday,0,41
94,2015-09-23 12:00:00,25.6,0.0,1.9,44.0,12.4,1.0,1.69,0.0,9.0,1400.0,37.4,Wednesday,0,45
95,2015-09-23 13:00:00,25.2,0.0,1.8,48.0,13.4,0.3,1.03,0.0,10.0,1400.0,30.9,Wednesday,0,35
96,2015-09-23 14:00:00,25.0,0.0,1.7,46.0,12.5,0.0,0.61,0.0,9.0,1400.0,30.1,Wednesday,0,45
97,2015-09-23 15:00:00,24.6,0.0,2.2,45.0,11.8,0.0,0.49,0.0,9.0,1400.0,27.5,Wednesday,0,37
98,2015-09-23 16:00:00,24.3,0.0,0.8,48.0,12.5,0.0,0.27,0.0,9.0,1800.0,26.1,Wednesday,0,38
99,2015-09-23 17:00:00,24.2,0.0,2.2,47.0,12.1,0.0,0.27,0.0,9.0,1800.0,25.7,Wednesday,0,52
100,2015-09-23 18:00:00,23.8,0.0,2.2,51.0,13.0,0.0,0.22,0.0,8.0,1800.0,24.6,Wednesday,0,60
101,2015-09-23 19:00:00,23.2,0.0,1.4,54.0,13.3,0.0,0.05,0.0,,2000.0,22.7,Wednesday,0,61
102,2015-09-23 20:00:00,22.5,0.0,0.8,59.0,14.0,0.0,0.0,0.0,,2000.0,21.3,Wednesday,0,65
103,2015-09-23 21:00:00,21.5,0.0,1.5,64.0,14.3,0.0,0.0,0.0,3.0,2000.0,19.7,Wednesday,0,59
104,2015-09-23 22:00:00,20.7,0.0,1.9,67.0,14.3,0.0,0.0,0.0,,2000.0,18.6,Wednesday,0,48
105,2015-09-23 23:00:00,19.9,0.0,2.0,72.0,14.6,0.0,0.0,0.0,,2000.0,17.9,Wednesday,0,30
106,2015-09-24 00:00:00,19.5,0.0,1.2,73.0,14.5,0.0,0.0,0.0,0.0,2000.0,17.7,Thursday,0,30
107,2015-09-24 05:00:00,17.7,0.0,0.9,78.0,13.8,0.0,0.0,0.0,0.0,1800.0,16.2,Thursday,0,2
108,2015-09-24 06:00:00,17.5,0.0,0.7,81.0,14.1,,,0.0,4.0,1600.0,16.2,Thursday,0,10
109,2015-09-24 07:00:00,17.9,0.0,0.5,77.0,13.8,0.0,0.08,0.0,5.0,1500.0,17.1,Thursday,0,17
110,2015-09-24 08:00:00,19.8,0.0,4.1,70.0,14.1,0.9,0.42,0.0,5.0,1400.0,19.3,Thursday,0,22
111,2015-09-24 09:00:00,22.2,0.0,2.0,58.0,13.5,1.0,1.07,0.0,6.0,1700.0,24.8,Thursday,0,20
112,2015-09-24 10:00:00,24.3,0.0,2.7,48.0,12.5,1.0,1.47,0.0,8.0,1500.0,31.5,Thursday,0,7
113,2015-09-24 11:00:00,25.6,0.0,2.2,42.0,11.7,1.0,1.69,0.0,8.0,2000.0,37.4,Thursday,0,52
114,2015-09-24 12:00:00,26.9,0.0,1.9,36.0,10.5,1.0,2.17,0.0,8.0,2000.0,41.5,Thursday,0,63
115,2015-09-24 13:00:00,28.9,0.0,2.2,33.0,11.0,1.0,2.36,0.0,7.0,2000.0,45.1,Thursday,0,30
116,2015-09-24 14:00:00,29.8,0.0,1.9,30.0,10.3,1.0,2.31,0.0,3.0,2000.0,45.3,Thursday,0,17
117,2015-09-24 15:00:00,29.8,0.0,3.1,31.0,10.8,1.0,1.99,0.0,3.0,2000.0,42.2,Thursday,0,45
118,2015-09-24 16:00:00,30.1,0.0,1.7,30.0,10.6,1.0,1.58,0.0,3.0,2000.0,36.9,Thursday,0,48
119,2015-09-24 17:00:00,28.8,0.0,2.5,33.0,10.9,0.8,0.68,0.0,3.0,2000.0,30.3,Thursday,0,46
120,2015-09-24 18:00:00,27.8,0.0,1.7,35.0,10.9,0.6,0.3,0.0,3.0,2000.0,27.3,Thursday,0,84
121,2015-09-24 19:00:00,25.9,0.0,4.1,53.0,15.5,0.0,0.04,0.0,,2000.0,24.9,Thursday,0,92
122,2015-09-24 20:00:00,24.2,0.0,2.8,64.0,16.9,0.0,0.0,0.0,,2000.0,23.3,Thursday,0,68
123,2015-09-24 21:00:00,23.3,0.0,1.8,67.0,16.8,0.0,0.0,0.0,0.0,2000.0,22.1,Thursday,0,70
124,2015-09-24 22:00:00,22.7,0.0,2.4,67.0,16.2,0.0,0.0,0.0,,1900.0,21.1,Thursday,0,57
125,2015-09-24 23:00:00,22.1,0.0,1.1,66.0,15.4,0.0,0.0,0.0,,2000.0,20.3,Thursday,0,30
126,2015-09-25 00:00:00,21.4,0.0,1.6,65.0,14.5,0.0,0.0,0.0,0.0,2000.0,19.5,Friday,0,29
127,2015-09-25 06:00:00,19.2,0.0,2.6,61.0,11.4,,,0.0,3.0,2000.0,17.9,Friday,0,10
128,2015-09-25 07:00:00,19.2,0.0,3.6,60.0,11.2,0.0,0.08,0.0,5.0,2000.0,18.3,Friday,0,13
129,2015-09-25 08:00:00,20.5,0.0,2.5,55.0,11.1,0.9,0.48,0.0,8.0,2000.0,21.4,Friday,0,29
130,2015-09-25 09:00:00,21.9,0.0,2.6,51.0,11.2,0.6,0.77,0.0,8.0,2000.0,25.7,Friday,0,16
131,2015-09-25 10:00:00,23.6,0.0,2.1,45.0,10.9,0.9,1.25,0.0,7.0,2000.0,30.4,Friday,0,22
132,2015-09-25 11:00:00,25.0,0.0,1.5,43.0,11.5,1.0,1.73,0.0,7.0,2000.0,35.9,Friday,0,36
133,2015-09-25 12:00:00,26.7,0.0,2.0,41.0,12.3,1.0,1.99,0.0,6.0,1800.0,40.7,Friday,0,55
134,2015-09-25 13:00:00,28.0,0.0,1.3,37.0,11.9,1.0,2.02,0.0,6.0,2000.0,42.3,Friday,0,31
135,2015-09-25 14:00:00,28.9,0.0,2.3,38.0,13.1,1.0,2.11,0.0,5.0,2000.0,43.2,Friday,0,33
136,2015-09-25 15:00:00,29.7,0.0,3.1,36.0,13.0,1.0,1.88,0.0,5.0,1700.0,41.4,Friday,0,63
137,2015-09-25 16:00:00,29.4,0.0,3.7,37.0,13.1,1.0,1.38,0.0,3.0,1700.0,35.9,Friday,0,68
138,2015-09-25 17:00:00,27.5,0.0,3.2,47.0,15.1,1.0,0.76,0.0,2.0,1400.0,30.2,Friday,0,92
139,2015-09-25 18:00:00,25.8,0.0,4.2,56.0,16.3,0.1,0.29,0.0,1.0,1400.0,26.8,Friday,0,98
140,2015-09-25 19:00:00,24.2,0.0,3.7,62.0,16.4,0.0,0.03,0.0,,1400.0,24.2,Friday,0,71
141,2015-09-25 20:00:00,23.4,0.0,3.2,62.0,15.6,0.0,0.0,0.0,,1300.0,23.0,Friday,0,64
142,2015-09-25 21:00:00,22.6,0.0,3.5,68.0,16.3,0.0,0.0,0.0,0.0,1100.0,21.9,Friday,0,63
143,2015-09-25 22:00:00,21.8,0.0,1.0,75.0,17.1,0.0,0.0,0.0,,800.0,21.0,Friday,0,67
144,2015-09-25 23:00:00,21.4,0.0,1.3,74.0,16.5,0.0,0.0,0.0,,800.0,20.0,Friday,0,40
145,2015-09-26 00:00:00,20.9,0.0,1.2,77.0,16.7,0.0,0.0,0.0,0.0,600.0,19.4,Saturday,1,19
146,2015-09-26 05:00:00,18.8,0.0,0.6,87.0,16.5,0.0,0.0,0.0,0.0,700.0,17.2,Saturday,1,2
147,2015-09-26 06:00:00,18.4,0.0,0.8,86.0,16.0,,,0.0,0.0,600.0,16.7,Saturday,1,6
148,2015-09-26 07:00:00,18.0,0.0,1.3,88.0,15.9,0.0,0.06,0.0,0.0,600.0,16.9,Saturday,1,9
149,2015-09-26 08:00:00,19.5,0.0,0.7,72.0,14.3,1.0,0.46,0.0,1.0,600.0,19.6,Saturday,1,8
150,2015-09-26 10:00:00,22.8,0.0,2.5,61.0,14.8,1.0,1.16,0.0,6.0,600.0,29.5,Saturday,1,7
151,2015-09-26 11:00:00,24.1,0.0,1.8,49.0,12.7,1.0,1.61,0.0,6.0,1000.0,33.7,Saturday,1,17
152,2015-09-26 12:00:00,25.3,0.0,3.6,49.0,13.8,0.9,1.65,0.0,7.0,1000.0,37.5,Saturday,1,28
153,2015-09-26 13:00:00,26.1,0.0,4.0,47.0,13.8,1.0,1.97,0.0,6.0,1200.0,39.5,Saturday,1,35
154,2015-09-26 14:00:00,27.6,0.0,2.1,32.0,9.4,1.0,2.03,0.0,6.0,1400.0,42.2,Saturday,1,38
155,2015-09-26 15:00:00,27.9,0.0,1.9,33.0,10.1,1.0,1.77,0.0,4.0,1400.0,39.3,Saturday,1,53
156,2015-09-26 16:00:00,27.6,0.0,2.3,32.0,9.4,1.0,1.46,0.0,4.0,1800.0,33.9,Saturday,1,72
157,2015-09-26 17:00:00,27.2,0.0,2.2,30.0,8.1,1.0,0.94,0.0,0.0,2000.0,28.4,Saturday,1,102
158,2015-09-26 18:00:00,25.9,0.0,2.0,35.0,9.2,1.0,0.37,0.0,0.0,2000.0,24.8,Saturday,1,106
159,2015-09-26 19:00:00,23.8,0.0,2.7,37.0,8.2,0.1,0.02,0.0,,2000.0,21.9,Saturday,1,64
160,2015-09-26 20:00:00,22.6,0.0,1.9,46.0,10.3,0.0,0.0,0.0,,2000.0,20.4,Saturday,1,67
161,2015-09-26 21:00:00,21.9,0.0,3.1,45.0,9.4,0.0,0.0,0.0,0.0,2000.0,19.7,Saturday,1,64
162,2015-09-26 22:00:00,20.7,0.0,0.5,45.0,8.3,0.0,0.0,0.0,,2000.0,18.1,Saturday,1,37
163,2015-09-26 23:00:00,19.4,0.0,2.9,44.0,6.8,0.0,0.0,0.0,,2000.0,17.1,Saturday,1,23
164,2015-09-27 00:00:00,18.7,0.0,0.5,42.0,5.5,0.0,0.0,0.0,0.0,2000.0,16.1,Sunday,1,14
165,2015-09-27 05:00:00,15.2,0.0,1.1,55.0,6.2,0.0,0.0,0.0,0.0,2000.0,13.4,Sunday,1,4
166,2015-09-27 06:00:00,14.6,0.0,2.3,61.0,7.1,,,0.0,0.0,2000.0,13.2,Sunday,1,3
167,2015-09-27 07:00:00,14.4,0.0,1.9,60.0,6.7,0.2,0.07,0.0,0.0,2000.0,13.6,Sunday,1,4
168,2015-09-27 08:00:00,16.6,0.0,1.0,50.0,6.1,1.0,0.5,0.0,0.0,1800.0,16.0,Sunday,1,7
169,2015-09-27 09:00:00,20.3,0.0,1.0,40.0,6.2,1.0,1.12,0.0,0.0,1800.0,22.3,Sunday,1,3
170,2015-09-27 10:00:00,22.9,0.0,2.2,39.0,8.1,1.0,1.68,0.0,0.0,1800.0,31.8,Sunday,1,14
171,2015-09-27 11:00:00,24.9,0.0,1.7,35.0,8.3,1.0,2.11,0.0,0.0,1600.0,39.2,Sunday,1,12
172,2015-09-27 12:00:00,26.8,0.0,1.5,30.0,7.7,1.0,2.38,0.0,0.0,1600.0,44.6,Sunday,1,24
173,2015-09-27 13:00:00,28.6,0.0,1.9,26.0,7.2,1.0,2.4,0.0,0.0,1600.0,46.1,Sunday,1,28
174,2015-09-27 14:00:00,29.5,0.0,2.0,25.0,7.3,1.0,2.3,0.0,0.0,1600.0,45.5,Sunday,1,36
175,2015-09-27 15:00:00,29.6,0.0,3.3,23.0,6.2,1.0,1.98,0.0,0.0,1600.0,42.1,Sunday,1,54
176,2015-09-27 16:00:00,29.0,0.0,3.7,21.0,4.4,1.0,1.53,0.0,0.0,1800.0,34.7,Sunday,1,47
177,2015-09-27 17:00:00,28.7,0.0,4.2,16.0,0.3,1.0,0.99,0.0,0.0,2000.0,28.5,Sunday,1,68
178,2015-09-27 18:00:00,26.6,0.0,3.8,29.0,7.0,1.0,0.39,0.0,0.0,2000.0,24.7,Sunday,1,67
179,2015-09-27 19:00:00,24.1,0.0,3.0,34.0,7.2,0.0,0.01,0.0,,2000.0,22.4,Sunday,1,51
180,2015-09-27 20:00:00,22.6,0.0,2.4,37.0,7.1,0.0,0.0,0.0,,2000.0,20.5,Sunday,1,56
181,2015-09-27 21:00:00,21.9,0.0,3.4,37.0,6.5,0.0,0.0,0.0,0.0,2000.0,19.8,Sunday,1,55
182,2015-09-27 22:00:00,21.3,0.0,1.3,32.0,3.9,0.0,0.0,0.0,,2000.0,18.5,Sunday,1,37
183,2015-09-27 23:00:00,20.0,0.0,1.1,40.0,5.9,0.0,0.0,0.0,,2000.0,17.3,Sunday,1,43
184,2015-09-28 00:00:00,19.3,0.0,0.6,43.0,6.3,0.0,0.0,0.0,0.0,2000.0,16.4,Monday,1,14
185,2015-09-28 05:00:00,16.0,0.0,0.6,57.0,7.4,0.0,0.0,0.0,4.0,2000.0,14.4,Monday,1,2
186,2015-09-28 06:00:00,15.8,0.0,1.1,58.0,7.5,,,0.0,5.0,2000.0,14.1,Monday,1,6
187,2015-09-28 07:00:00,15.6,0.0,2.2,60.0,7.8,0.0,0.05,0.0,7.0,2000.0,14.8,Monday,1,14
188,2015-09-28 08:00:00,16.8,0.0,1.3,53.0,7.1,0.6,0.36,0.0,7.0,2000.0,17.3,Monday,1,11
189,2015-09-28 09:00:00,19.2,0.0,1.6,46.0,7.2,0.7,0.76,0.0,8.0,2000.0,22.0,Monday,1,21
190,2015-09-28 10:00:00,22.5,0.0,2.2,36.0,6.6,1.0,1.62,0.0,4.0,2000.0,31.8,Monday,1,26
191,2015-09-28 11:00:00,24.6,0.0,2.5,29.0,5.3,1.0,1.65,0.0,5.0,2000.0,34.6,Monday,1,50
192,2015-09-28 12:00:00,26.9,0.0,2.5,22.0,3.3,1.0,2.24,0.0,7.0,2000.0,42.4,Monday,1,41
193,2015-09-28 13:00:00,27.6,0.0,2.0,21.0,3.2,0.8,1.6,0.0,7.0,2000.0,40.5,Monday,1,54
194,2015-09-28 14:00:00,28.1,0.0,2.4,23.0,5.0,0.5,1.53,0.0,9.0,2000.0,36.3,Monday,1,115
195,2015-09-28 15:00:00,27.5,0.0,0.8,22.0,3.8,0.0,0.65,0.0,9.0,2000.0,31.7,Monday,1,144
196,2015-09-28 16:00:00,26.7,0.0,2.8,27.0,6.1,0.0,0.49,0.0,9.0,2000.0,28.9,Monday,1,150
197,2015-09-28 17:00:00,25.2,0.0,4.0,21.0,1.3,0.0,0.23,0.0,9.0,2000.0,26.1,Monday,1,120
198,2015-09-28 18:00:00,24.2,0.0,2.8,26.0,3.4,0.0,0.05,0.0,10.0,2000.0,23.8,Monday,1,73
199,2015-09-28 19:00:00,23.1,0.0,2.1,33.0,5.9,0.0,0.0,0.0,10.0,2000.0,21.8,Monday,1,77
200,2015-09-28 20:00:00,22.3,0.0,1.8,38.0,7.2,0.0,0.0,0.0,9.0,2000.0,21.1,Monday,1,106
201,2015-09-28 21:00:00,21.6,0.0,1.4,42.0,8.1,0.0,0.0,0.0,7.0,2000.0,20.3,Monday,1,82
202,2015-09-28 22:00:00,21.1,0.0,0.4,46.0,9.0,0.0,0.0,0.0,,2000.0,19.6,Monday,1,68
203,2015-09-28 23:00:00,20.2,0.0,1.3,49.0,9.1,0.0,0.0,0.0,,2000.0,18.6,Monday,1,46
204,2015-09-29 00:00:00,19.2,0.0,0.2,52.0,9.0,0.0,0.0,0.0,0.0,2000.0,17.2,Tuesday,1,35
205,2015-09-29 05:00:00,16.1,0.0,1.0,49.0,5.3,0.0,0.0,0.0,0.0,2000.0,14.1,Tuesday,1,2
