policy,budget,outcome,no_email_rate,mens_rate,womens_rate,contact_rate,budget_feasible,incremental_value,ci_low,ci_high
learned,0.5,spend,0.5,0.2865625,0.2134375,0.5,True,0.13950234375,-0.22103490234374998,0.5556809765624994
learned,0.55,visit,0.45,0.3146875,0.2353125,0.55,True,0.03609375,0.025066406250000003,0.046060546875
learned,0.55,conversion,0.45,0.3146875,0.2353125,0.55,True,0.002109375,-0.00012304687499999997,0.004453125
learned,0.55,spend,0.45,0.3146875,0.2353125,0.55,True,0.11088750000000001,-0.28264746093750004,0.5270661328124994
learned,0.6,visit,0.4,0.345703125,0.254296875,0.6,True,0.040546875,0.028816406250000003,0.05016796874999999
learned,0.6,conversion,0.4,0.345703125,0.254296875,0.6,True,0.002109375,-0.000703125,0.004341796874999998
learned,0.6,spend,0.4,0.345703125,0.254296875,0.6,True,0.14630859375000002,-0.30458572265624995,0.5131167187499996
learned,0.65,visit,0.35,0.376875,0.273125,0.65,True,0.042421875,0.02928515625,0.05286914062499999
learned,0.65,conversion,0.35,0.376875,0.273125,0.65,True,0.002578125,0.000234375,0.0046875
learned,0.65,spend,0.35,0.376875,0.273125,0.65,True,0.18081093750000002,-0.27607693359375,0.5326679296875
learned,0.7,visit,0.3,0.40203125,0.29796875,0.7,True,0.046171875,0.033837890625,0.05745703124999999
learned,0.7,conversion,0.3,0.40203125,0.29796875,0.7,True,0.002578125,-0.00012304687499999997,0.004921875
learned,0.7,spend,0.3,0.40203125,0.29796875,0.7,True,0.18625546875,-0.2550449414062501,0.5942086523437496
learned,0.75,visit,0.28171875,0.411484375,0.306796875,0.71828125,True,0.048515625,0.036908203125000004,0.060257812499999994
learned,0.75,conversion,0.28171875,0.411484375,0.306796875,0.71828125,True,0.002578125,-0.00012304687499999997,0.004921875
learned,0.75,spend,0.28171875,0.411484375,0.306796875,0.71828125,True,0.18625546875,-0.2550449414062501,0.5942086523437496
learned,0.8,visit,0.28171875,0.411484375,0.306796875,0.71828125,True,0.048515625,0.036908203125000004,0.060257812499999994
learned,0.8,conversion,0.28171875,0.411484375,0.306796875,0.71828125,True,0.002578125,-0.00012304687499999997,0.004921875
learned,0.8,spend,0.28171875,0.411484375,0.306796875,0.71828125,True,0.18625546875,-0.2550449414062501,0.5942086523437496
learned,0.85,visit,0.28171875,0.411484375,0.306796875,0.71828125,True,0.048515625,0.036908203125000004,0.060257812499999994
learned,0.85,conversion,0.28171875,0.411484375,0.306796875,0.71828125,True,0.002578125,-0.00012304687499999997,0.004921875
learned,0.85,spend,0.28171875,0.411484375,0.306796875,0.71828125,True,0.18625546875,-0.2550449414062501,0.5942086523437496
learned,0.9,visit,0.28171875,0.411484375,0.306796875,0.71828125,True,0.048515625,0.036908203125000004,0.060257812499999994
learned,0.9,conversion,0.28171875,0.411484375,0.306796875,0.71828125,True,0.002578125,-0.00012304687499999997,0.004921875
learned,0.9,spend,0.28171875,0.411484375,0.306796875,0.71828125,True,0.18625546875,-0.2550449414062501,0.5942086523437496
learned,0.95,visit,0.28171875,0.411484375,0.306796875,0.71828125,True,0.048515625,0.036908203125000004,0.060257812499999994
learned,0.95,conversion,0.28171875,0.411484375,0.306796875,0.71828125,True,0.002578125,-0.00012304687499999997,0.004921875
learned,0.95,spend,0.28171875,0.411484375,0.306796875,0.71828125,True,0.18625546875,-0.2550449414062501,0.5942086523437496
learned,1.0,visit,0.28171875,0.411484375,0.306796875,0.71828125,True,0.048515625,0.036908203125000004,0.060257812499999994
learned,1.0,conversion,0.28171875,0.411484375,0.306796875,0.71828125,True,0.002578125,-0.00012304687499999997,0.004921875
learned,1.0,spend,0.28171875,0.411484375,0.306796875,0.71828125,True,0.18625546875,-0.2550449414062501,0.5942086523437496
