policy,budget,budget_feasible,contact_rate,incremental_spend_per_customer,gross_margin,email_cost,incremental_revenue,gross_profit,campaign_cost,net_profit,roi,value_per_1000,break_even_cost
propensity,0.3,True,0.3,0.24027539062500008,0.7,0.1,3075.525000000001,2152.8675000000007,384.0,1768.8675000000007,4.606425781250002,138.19277343750005,0.5606425781250002
propensity,0.35,True,0.35,0.2795226562500001,0.3,0.02,3577.8900000000012,1073.3670000000004,89.6,983.7670000000004,10.979542410714291,76.85679687500003,0.2395908482142858
propensity,0.35,True,0.35,0.2795226562500001,0.3,0.05,3577.8900000000012,1073.3670000000004,223.99999999999997,849.3670000000004,3.7918169642857165,66.35679687500003,0.2395908482142858
propensity,0.35,True,0.35,0.2795226562500001,0.3,0.1,3577.8900000000012,1073.3670000000004,447.99999999999994,625.3670000000004,1.3959084821428582,48.85679687500003,0.2395908482142858
propensity,0.35,True,0.35,0.2795226562500001,0.5,0.02,3577.8900000000012,1788.9450000000006,89.6,1699.3450000000007,18.965904017857152,132.76132812500006,0.39931808035714306
propensity,0.35,True,0.35,0.2795226562500001,0.5,0.05,3577.8900000000012,1788.9450000000006,223.99999999999997,1564.9450000000006,6.986361607142861,122.26132812500005,0.39931808035714306
propensity,0.35,True,0.35,0.2795226562500001,0.5,0.1,3577.8900000000012,1788.9450000000006,447.99999999999994,1340.9450000000006,2.9931808035714305,104.76132812500005,0.39931808035714306
propensity,0.35,True,0.35,0.2795226562500001,0.7,0.02,3577.8900000000012,2504.5230000000006,89.6,2414.9230000000007,26.95226562500001,188.66585937500005,0.5590453125000002
propensity,0.35,True,0.35,0.2795226562500001,0.7,0.05,3577.8900000000012,2504.5230000000006,223.99999999999997,2280.5230000000006,10.180906250000003,178.16585937500005,0.5590453125000002
propensity,0.35,True,0.35,0.2795226562500001,0.7,0.1,3577.8900000000012,2504.5230000000006,447.99999999999994,2056.5230000000006,4.590453125000002,160.66585937500005,0.5590453125000002
propensity,0.4,True,0.4,0.3685125000000001,0.3,0.02,4716.960000000001,1415.0880000000002,102.4,1312.688,12.819218750000001,102.55375000000001,0.276384375
propensity,0.4,True,0.4,0.3685125000000001,0.3,0.05,4716.960000000001,1415.0880000000002,256.00000000000006,1159.0880000000002,4.5276875,90.55375000000002,0.276384375
propensity,0.4,True,0.4,0.3685125000000001,0.3,0.1,4716.960000000001,1415.0880000000002,512.0000000000001,903.0880000000001,1.7638437499999997,70.55375000000001,0.276384375
propensity,0.4,True,0.4,0.3685125000000001,0.5,0.02,4716.960000000001,2358.4800000000005,102.4,2256.0800000000004,22.032031250000003,176.25625000000002,0.4606406250000001
propensity,0.4,True,0.4,0.3685125000000001,0.5,0.05,4716.960000000001,2358.4800000000005,256.00000000000006,2102.4800000000005,8.2128125,164.25625000000005,0.4606406250000001
propensity,0.4,True,0.4,0.3685125000000001,0.5,0.1,4716.960000000001,2358.4800000000005,512.0000000000001,1846.4800000000005,3.60640625,144.25625000000002,0.4606406250000001
